Match ID,Team 1,Team 2,Team A,Team B,Map Name,Team 1 Score,Team 2 Score,Team 1 Attack Rounds,Team 1 Defense Rounds,Team 1 Overtime Rounds,Team 2 Attack Rounds,Team 2 Defense Rounds,Team 2 Overtime Rounds,Map Index,Side Picker,Side Picked,Overtime
207,Nova Esports,TYLOO,Nova Esports,TYLOO,Bind,5,13,2,3,0,9,4,0,2,Nova Esports,Defense,0
208,Night Wings Gaming,Douyu Gaming,,,Haven,10,13,8,2,0,9,4,0,1,,,0
208,Night Wings Gaming,Douyu Gaming,,,Ascent,5,13,0,5,0,7,6,0,2,,,0
209,Gank Gaming,Invincible Gaming,Gank Gaming,Invincible Gaming,Lotus,16,14,5,7,4,5,7,2,1,Invincible Gaming,Attack,1
209,Gank Gaming,Invincible Gaming,Gank Gaming,Invincible Gaming,Split,13,4,3,10,0,2,2,0,2,Gank Gaming,Defense,0
210,Number One Player,Kingzone,,,Lotus,13,7,6,7,0,5,2,0,1,,,0
210,Number One Player,Kingzone,,,Fracture,14,12,3,9,2,3,9,0,2,,,1
211,Weibo Gaming,Four Angry Men,,,Bind,11,13,9,2,0,10,3,0,1,,,0
211,Weibo Gaming,Four Angry Men,,,Haven,13,4,5,8,0,4,0,0,2,,,0
211,Weibo Gaming,Four Angry Men,,,Split,13,7,7,6,0,6,1,0,3,,,0
212,Rare Atom,Monarch Effect,Rare Atom,Monarch Effect,Lotus,14,12,6,6,2,6,6,0,1,Monarch Effect,Defense,1
212,Rare Atom,Monarch Effect,Rare Atom,Monarch Effect,Ascent,8,13,3,5,0,7,6,0,2,Rare Atom,Defense,0
212,Rare Atom,Monarch Effect,Rare Atom,Monarch Effect,Bind,11,13,5,6,0,6,7,0,3,Rare Atom,Attack,0
213,Weibo Gaming,Shenzhen NTER,Shenzhen NTER,Weibo Gaming,Fracture,13,10,9,4,0,7,3,0,1,Weibo Gaming,Attack,0
213,Weibo Gaming,Shenzhen NTER,Shenzhen NTER,Weibo Gaming,Haven,13,11,8,5,0,7,4,0,2,Shenzhen NTER,Attack,0
214,Royal Never Give Up,Nova Esports,,,Ascent,11,13,4,7,0,5,8,0,1,,,0
214,Royal Never Give Up,Nova Esports,,,Bind,13,4,3,10,0,2,2,0,2,,,0
214,Royal Never Give Up,Nova Esports,,,Split,13,11,4,9,0,3,8,0,3,,,0
215,Night Wings Gaming,Gank Gaming,Night Wings Gaming,Gank Gaming,Split,13,11,8,5,0,7,4,0,1,Gank Gaming,Defense,0
215,Night Wings Gaming,Gank Gaming,Night Wings Gaming,Gank Gaming,Bind,14,12,7,5,2,7,5,0,2,Night Wings Gaming,Defense,1
216,Number One Player,Monarch Effect,,,Pearl,15,13,4,8,3,4,8,1,1,,,1
216,Number One Player,Monarch Effect,,,Lotus,10,13,7,3,0,8,5,0,2,,,0
216,Number One Player,Monarch Effect,,,Bind,13,15,6,6,1,6,6,3,3,,,1
217,Totoro Gaming,Douyu Gaming,Douyu Gaming,Totoro Gaming,Ascent,13,4,3,10,0,2,2,0,1,Totoro Gaming,Defense,0
217,Totoro Gaming,Douyu Gaming,Douyu Gaming,Totoro Gaming,Pearl,13,10,5,8,0,3,7,0,2,Douyu Gaming,Defense,0
218,Kingzone,Four Angry Men,,,Lotus,4,13,1,3,0,9,4,0,1,,,0
218,Kingzone,Four Angry Men,,,Pearl,4,13,0,4,0,8,5,0,2,,,0
219,Invincible Gaming,Rare Atom,,,Lotus,13,11,6,7,0,5,6,0,1,,,0
219,Invincible Gaming,Rare Atom,,,Bind,13,2,10,3,0,0,2,0,2,,,0
220,Dragon Ranger Gaming,TYLOO,TYLOO,Dragon Ranger Gaming,Bind,7,13,4,3,0,5,8,0,1,Dragon Ranger Gaming,Attack,0
220,Dragon Ranger Gaming,TYLOO,TYLOO,Dragon Ranger Gaming,Ascent,9,13,6,3,0,7,6,0,2,TYLOO,Defense,0
221,Weibo Gaming,Night Wings Gaming,Weibo Gaming,Night Wings Gaming,Haven,13,5,3,10,0,2,3,0,1,Night Wings Gaming,Attack,0
221,Weibo Gaming,Night Wings Gaming,Weibo Gaming,Night Wings Gaming,Lotus,13,9,10,3,0,7,2,0,2,Weibo Gaming,Attack,0
222,Four Angry Men,Invincible Gaming,,,Pearl,13,5,5,8,0,4,1,0,1,,,0
222,Four Angry Men,Invincible Gaming,,,Bind,9,13,7,2,0,8,5,0,2,,,0
222,Four Angry Men,Invincible Gaming,,,Lotus,13,2,10,3,0,0,2,0,3,,,0
223,Douyu Gaming,Royal Never Give Up,Royal Never Give Up,Douyu Gaming,Bind,12,14,10,2,0,10,2,2,1,Douyu Gaming,Defense,1
223,Douyu Gaming,Royal Never Give Up,Royal Never Give Up,Douyu Gaming,Split,11,13,3,8,0,4,9,0,2,Royal Never Give Up,Attack,0
224,Nova Esports,Gank Gaming,,,Ascent,13,2,10,3,0,0,2,0,1,,,0
224,Nova Esports,Gank Gaming,,,Bind,11,13,6,5,0,7,6,0,2,,,0
224,Nova Esports,Gank Gaming,,,Lotus,9,13,3,6,0,6,7,0,3,,,0
225,Dragon Ranger Gaming,Monarch Effect,Monarch Effect,Dragon Ranger Gaming,Ascent,8,13,4,4,0,8,5,0,1,Dragon Ranger Gaming,Defense,0
225,Dragon Ranger Gaming,Monarch Effect,Monarch Effect,Dragon Ranger Gaming,Pearl,13,7,7,6,0,2,5,0,2,Monarch Effect,Defense,0
225,Dragon Ranger Gaming,Monarch Effect,Monarch Effect,Dragon Ranger Gaming,Split,9,13,5,4,0,6,7,0,3,Monarch Effect,Defense,0
226,Shenzhen NTER,Number One Player,,,Lotus,13,7,9,4,0,4,3,0,1,,,0
226,Shenzhen NTER,Number One Player,,,Split,13,10,8,5,0,6,4,0,2,,,0
227,Night Wings Gaming,Shenzhen NTER,Night Wings Gaming,Shenzhen NTER,Split,8,13,5,3,0,6,7,0,1,Shenzhen NTER,Defense,0
227,Night Wings Gaming,Shenzhen NTER,Night Wings Gaming,Shenzhen NTER,Haven,13,9,8,5,0,5,4,0,2,Night Wings Gaming,Attack,0
227,Night Wings Gaming,Shenzhen NTER,Night Wings Gaming,Shenzhen NTER,Ascent,13,15,6,6,1,6,6,3,3,Night Wings Gaming,Defense,1
228,Gank Gaming,Four Angry Men,Four Angry Men,Gank Gaming,Bind,13,11,5,8,0,4,7,0,1,Gank Gaming,Attack,0
228,Gank Gaming,Four Angry Men,Four Angry Men,Gank Gaming,Haven,1,13,0,1,0,11,2,0,2,Four Angry Men,Attack,0
228,Gank Gaming,Four Angry Men,Four Angry Men,Gank Gaming,Ascent,16,18,8,4,4,8,4,6,3,Four Angry Men,,1
229,Dragon Ranger Gaming,Douyu Gaming,Douyu Gaming,Dragon Ranger Gaming,Haven,13,11,7,6,0,6,5,0,1,Dragon Ranger Gaming,Attack,0
229,Dragon Ranger Gaming,Douyu Gaming,Douyu Gaming,Dragon Ranger Gaming,Lotus,13,5,9,4,0,2,3,0,2,Douyu Gaming,Defense,0
230,Trace Esports,Four Angry Men,Four Angry Men,Trace Esports,Haven,13,9,10,3,0,7,2,0,1,Trace Esports,Attack,0
230,Trace Esports,Four Angry Men,Four Angry Men,Trace Esports,Lotus,18,16,6,6,6,6,6,4,2,Four Angry Men,Defense,1
231,Monarch Effect,Royal Never Give Up,Royal Never Give Up,Monarch Effect,Bind,13,11,5,8,0,4,7,0,1,Monarch Effect,Defense,0
231,Monarch Effect,Royal Never Give Up,Royal Never Give Up,Monarch Effect,Haven,6,13,4,2,0,10,3,0,2,Royal Never Give Up,Attack,0
231,Monarch Effect,Royal Never Give Up,Royal Never Give Up,Monarch Effect,Split,13,2,3,10,0,2,0,0,3,Royal Never Give Up,Attack,0
232,TYLOO,Shenzhen NTER,TYLOO,Shenzhen NTER,Pearl,13,4,4,9,0,3,1,0,1,Shenzhen NTER,Attack,0
232,TYLOO,Shenzhen NTER,TYLOO,Shenzhen NTER,Lotus,13,9,4,9,0,1,8,0,2,TYLOO,Attack,0
233,Weibo Gaming,Dragon Ranger Gaming,Weibo Gaming,Dragon Ranger Gaming,Haven,10,13,4,6,0,6,7,0,1,Dragon Ranger Gaming,Attack,0
233,Weibo Gaming,Dragon Ranger Gaming,Weibo Gaming,Dragon Ranger Gaming,Bind,13,9,7,6,0,6,3,0,2,Weibo Gaming,Defense,0
233,Weibo Gaming,Dragon Ranger Gaming,Weibo Gaming,Dragon Ranger Gaming,Split,13,5,5,8,0,4,1,0,3,Weibo Gaming,Defense,0
234,Attacking Soul Esports,Trace Esports,Attacking Soul Esports,Trace Esports,Lotus,13,10,7,6,0,6,4,0,1,Trace Esports,Attack,0
234,Attacking Soul Esports,Trace Esports,Attacking Soul Esports,Trace Esports,Split,5,13,1,4,0,8,5,0,2,Attacking Soul Esports,Defense,0
234,Attacking Soul Esports,Trace Esports,Attacking Soul Esports,Trace Esports,Bind,11,13,9,2,0,10,3,0,3,Attacking Soul Esports,Defense,0
235,Bilibili Gaming,Monarch Effect,Bilibili Gaming,Monarch Effect,Lotus,13,10,10,3,0,9,1,0,1,Monarch Effect,Attack,0
235,Bilibili Gaming,Monarch Effect,Bilibili Gaming,Monarch Effect,Haven,13,7,4,9,0,3,4,0,2,Bilibili Gaming,Defense,0
236,FunPlus Phoenix,TYLOO,FunPlus Phoenix,TYLOO,Fracture,9,13,4,5,0,7,6,0,1,TYLOO,Attack,0
236,FunPlus Phoenix,TYLOO,FunPlus Phoenix,TYLOO,Bind,10,13,6,4,0,8,5,0,2,FunPlus Phoenix,Defense,0
237,EDward Gaming,Weibo Gaming,Weibo Gaming,EDward Gaming,Fracture,13,6,8,5,0,2,4,0,1,EDward Gaming,Attack,0
237,EDward Gaming,Weibo Gaming,Weibo Gaming,EDward Gaming,Bind,13,7,9,4,0,4,3,0,2,Weibo Gaming,Defense,0
238,Attacking Soul Esports,Monarch Effect,Attacking Soul Esports,Monarch Effect,Fracture,13,5,8,5,0,1,4,0,1,Monarch Effect,Defense,0
238,Attacking Soul Esports,Monarch Effect,Attacking Soul Esports,Monarch Effect,Split,13,5,4,9,0,3,2,0,2,Attacking Soul Esports,Defense,0
239,FunPlus Phoenix,Weibo Gaming,FunPlus Phoenix,Weibo Gaming,Lotus,13,5,4,9,0,3,2,0,1,Weibo Gaming,Attack,0
239,FunPlus Phoenix,Weibo Gaming,FunPlus Phoenix,Weibo Gaming,Ascent,13,9,8,5,0,7,2,0,2,FunPlus Phoenix,Defense,0
240,Trace Esports,Bilibili Gaming,Bilibili Gaming,Trace Esports,Haven,10,13,6,4,0,7,6,0,1,Trace Esports,Attack,0
240,Trace Esports,Bilibili Gaming,Bilibili Gaming,Trace Esports,Lotus,5,13,1,4,0,2,11,0,2,Bilibili Gaming,Defense,0
240,Trace Esports,Bilibili Gaming,Bilibili Gaming,Trace Esports,Split,2,13,0,2,0,10,3,0,3,Trace Esports,Defense,0
241,TYLOO,EDward Gaming,TYLOO,EDward Gaming,Split,6,13,4,2,0,5,8,0,1,EDward Gaming,Defense,0
241,TYLOO,EDward Gaming,TYLOO,EDward Gaming,Haven,2,13,2,0,0,3,10,0,2,TYLOO,Attack,0
241,TYLOO,EDward Gaming,TYLOO,EDward Gaming,Bind,2,13,0,2,0,10,3,0,3,EDward Gaming,Attack,0
242,Trace Esports,FunPlus Phoenix,FunPlus Phoenix,Trace Esports,Lotus,9,13,5,4,0,6,7,0,1,Trace Esports,Attack,0
242,Trace Esports,FunPlus Phoenix,FunPlus Phoenix,Trace Esports,Split,13,6,8,5,0,2,4,0,2,FunPlus Phoenix,Defense,0
242,Trace Esports,FunPlus Phoenix,FunPlus Phoenix,Trace Esports,Ascent,8,13,3,5,0,7,6,0,3,FunPlus Phoenix,Attack,0
243,TYLOO,Attacking Soul Esports,TYLOO,Attacking Soul Esports,Split,3,13,2,1,0,3,10,0,1,Attacking Soul Esports,Defense,0
243,TYLOO,Attacking Soul Esports,TYLOO,Attacking Soul Esports,Fracture,13,10,7,6,0,5,5,0,2,TYLOO,Attack,0
243,TYLOO,Attacking Soul Esports,TYLOO,Attacking Soul Esports,Ascent,14,12,5,7,2,5,7,0,3,TYLOO,Defense,1
244,Bilibili Gaming,EDward Gaming,Bilibili Gaming,EDward Gaming,Pearl,3,13,0,3,0,9,4,0,1,EDward Gaming,Attack,0
244,Bilibili Gaming,EDward Gaming,Bilibili Gaming,EDward Gaming,Bind,10,13,4,6,0,6,7,0,2,Bilibili Gaming,Defense,0
244,Bilibili Gaming,EDward Gaming,Bilibili Gaming,EDward Gaming,Split,4,13,4,0,0,5,8,0,3,EDward Gaming,Defense,0
245,TYLOO,FunPlus Phoenix,FunPlus Phoenix,TYLOO,Pearl,8,13,4,4,0,8,5,0,1,TYLOO,Defense,0
245,TYLOO,FunPlus Phoenix,FunPlus Phoenix,TYLOO,Bind,13,7,5,8,0,4,3,0,2,FunPlus Phoenix,Attack,0
245,TYLOO,FunPlus Phoenix,FunPlus Phoenix,TYLOO,Ascent,11,13,7,4,0,8,5,0,3,TYLOO,Defense,0
245,TYLOO,FunPlus Phoenix,FunPlus Phoenix,TYLOO,Fracture,10,13,4,6,0,6,7,0,4,FunPlus Phoenix,Attack,0
246,Bilibili Gaming,FunPlus Phoenix,FunPlus Phoenix,Bilibili Gaming,Lotus,11,13,7,4,0,8,5,0,1,Bilibili Gaming,Defense,0
246,Bilibili Gaming,FunPlus Phoenix,FunPlus Phoenix,Bilibili Gaming,Bind,13,9,5,8,0,4,5,0,2,FunPlus Phoenix,Attack,0
246,Bilibili Gaming,FunPlus Phoenix,FunPlus Phoenix,Bilibili Gaming,Pearl,9,13,5,4,0,8,5,0,3,Bilibili Gaming,Defense,0
246,Bilibili Gaming,FunPlus Phoenix,FunPlus Phoenix,Bilibili Gaming,Split,13,6,4,9,0,3,3,0,4,FunPlus Phoenix,Attack,0
246,Bilibili Gaming,FunPlus Phoenix,FunPlus Phoenix,Bilibili Gaming,Ascent,13,5,3,10,0,2,3,0,5,Bilibili Gaming,Defense,0
247,EDward Gaming,Bilibili Gaming,Bilibili Gaming,EDward Gaming,Split,13,6,4,9,0,3,3,0,1,EDward Gaming,Defense,0
247,EDward Gaming,Bilibili Gaming,Bilibili Gaming,EDward Gaming,Fracture,13,4,5,8,0,4,0,0,2,Bilibili Gaming,Attack,0
247,EDward Gaming,Bilibili Gaming,Bilibili Gaming,EDward Gaming,Bind,12,14,8,4,0,8,4,2,3,EDward Gaming,Attack,1
247,EDward Gaming,Bilibili Gaming,Bilibili Gaming,EDward Gaming,Haven,14,12,4,8,2,4,8,0,4,Bilibili Gaming,Defense,1
248,FUT Esports,Evil Geniuses,Evil Geniuses,FUT Esports,Split,5,13,0,5,0,7,6,0,1,FUT Esports,Defense,0
248,FUT Esports,Evil Geniuses,Evil Geniuses,FUT Esports,Lotus,12,14,6,6,0,6,6,2,2,Evil Geniuses,Defense,1
249,DRX,Attacking Soul Esports,Attacking Soul Esports,DRX,Fracture,13,10,7,6,0,5,5,0,1,DRX,Attack,0
249,DRX,Attacking Soul Esports,Attacking Soul Esports,DRX,Pearl,13,7,8,5,0,3,4,0,2,Attacking Soul Esports,Defense,0
250,EDward Gaming,T1,T1,EDward Gaming,Fracture,10,13,6,4,0,7,6,0,1,EDward Gaming,Attack,0
250,EDward Gaming,T1,T1,EDward Gaming,Haven,13,7,6,7,0,1,6,0,2,T1,Defense,0
250,EDward Gaming,T1,T1,EDward Gaming,Pearl,12,14,6,6,0,6,6,2,3,T1,Defense,1
251,NRG Esports,Natus Vincere,Natus Vincere,NRG Esports,Ascent,13,8,7,6,0,6,2,0,1,NRG Esports,Defense,0
251,NRG Esports,Natus Vincere,Natus Vincere,NRG Esports,Lotus,12,14,8,4,0,8,4,2,2,Natus Vincere,Defense,1
251,NRG Esports,Natus Vincere,Natus Vincere,NRG Esports,Split,13,6,10,3,0,4,2,0,3,Natus Vincere,Defense,0
252,DRX,Evil Geniuses,Evil Geniuses,DRX,Fracture,5,13,4,1,0,5,8,0,1,DRX,Attack,0
252,DRX,Evil Geniuses,Evil Geniuses,DRX,Ascent,9,13,5,4,0,6,7,0,2,Evil Geniuses,Defense,0
253,NRG Esports,T1,T1,NRG Esports,Lotus,11,13,6,5,0,7,6,0,1,NRG Esports,Attack,0
253,NRG Esports,T1,T1,NRG Esports,Bind,13,7,6,7,0,1,6,0,2,T1,Defense,0
253,NRG Esports,T1,T1,NRG Esports,Pearl,13,11,7,6,0,6,5,0,3,T1,Defense,0
254,Attacking Soul Esports,FUT Esports,FUT Esports,Attacking Soul Esports,Haven,13,8,4,9,0,3,5,0,1,Attacking Soul Esports,Defense,0
254,Attacking Soul Esports,FUT Esports,FUT Esports,Attacking Soul Esports,Ascent,5,13,5,0,0,6,7,0,2,FUT Esports,Defense,0
254,Attacking Soul Esports,FUT Esports,FUT Esports,Attacking Soul Esports,Lotus,6,13,2,4,0,8,5,0,3,FUT Esports,Attack,0
255,Natus Vincere,EDward Gaming,Natus Vincere,EDward Gaming,Pearl,15,17,7,5,3,7,5,5,1,EDward Gaming,Attack,1
255,Natus Vincere,EDward Gaming,Natus Vincere,EDward Gaming,Bind,12,14,6,6,0,6,6,2,2,Natus Vincere,Defense,1
256,DRX,FUT Esports,FUT Esports,DRX,Bind,9,13,3,6,0,4,9,0,1,DRX,Attack,0
256,DRX,FUT Esports,FUT Esports,DRX,Fracture,13,8,7,6,0,6,2,0,2,FUT Esports,Attack,0
256,DRX,FUT Esports,FUT Esports,DRX,Haven,13,4,2,11,0,1,3,0,3,FUT Esports,Attack,0
257,T1,EDward Gaming,T1,EDward Gaming,Fracture,4,13,0,4,0,8,5,0,1,EDward Gaming,Attack,0
257,T1,EDward Gaming,T1,EDward Gaming,Haven,6,13,4,2,0,10,3,0,2,T1,Defense,0
258,LOUD,Evil Geniuses,Evil Geniuses,LOUD,Fracture,7,13,4,3,0,9,4,0,1,LOUD,Defense,0
258,LOUD,Evil Geniuses,Evil Geniuses,LOUD,Ascent,5,13,5,0,0,6,7,0,2,Evil Geniuses,Defense,0
259,Team Liquid,EDward Gaming,EDward Gaming,Team Liquid,Haven,13,9,7,6,0,6,3,0,1,Team Liquid,Defense,0
259,Team Liquid,EDward Gaming,EDward Gaming,Team Liquid,Split,8,13,2,6,0,6,7,0,2,EDward Gaming,Attack,0
259,Team Liquid,EDward Gaming,EDward Gaming,Team Liquid,Lotus,13,11,8,5,0,7,4,0,3,EDward Gaming,Attack,0
260,FNATIC,NRG Esports,FNATIC,NRG Esports,Fracture,13,9,7,6,0,6,3,0,1,NRG Esports,Attack,0
260,FNATIC,NRG Esports,FNATIC,NRG Esports,Bind,13,4,10,3,0,2,2,0,2,FNATIC,Attack,0
261,Paper Rex,DRX,DRX,Paper Rex,Split,13,10,9,4,0,7,3,0,1,Paper Rex,Attack,0
261,Paper Rex,DRX,DRX,Paper Rex,Bind,13,10,5,8,0,4,6,0,2,DRX,Attack,0
262,EDward Gaming,LOUD,LOUD,EDward Gaming,Lotus,13,6,8,5,0,2,4,0,1,EDward Gaming,Attack,0
262,EDward Gaming,LOUD,LOUD,EDward Gaming,Fracture,13,10,8,5,0,7,3,0,2,LOUD,Attack,0
263,DRX,NRG Esports,DRX,NRG Esports,Pearl,11,13,3,8,0,4,9,0,1,NRG Esports,Attack,0
263,DRX,NRG Esports,DRX,NRG Esports,Haven,5,13,4,1,0,5,8,0,2,DRX,Attack,0
264,Team Liquid,Evil Geniuses,Evil Geniuses,Team Liquid,Fracture,2,13,1,1,0,11,2,0,1,Team Liquid,Defense,0
264,Team Liquid,Evil Geniuses,Evil Geniuses,Team Liquid,Haven,9,13,5,4,0,6,7,0,2,Evil Geniuses,Defense,0
265,Paper Rex,FNATIC,FNATIC,Paper Rex,Lotus,5,13,0,5,0,1,12,0,1,Paper Rex,Attack,0
265,Paper Rex,FNATIC,FNATIC,Paper Rex,Bind,7,13,4,3,0,9,4,0,2,FNATIC,Attack,0
266,Team Liquid,NRG Esports,NRG Esports,Team Liquid,Haven,12,14,4,8,0,4,8,2,1,Team Liquid,Defense,1
266,Team Liquid,NRG Esports,NRG Esports,Team Liquid,Ascent,13,8,7,6,0,3,5,0,2,NRG Esports,Defense,0
266,Team Liquid,NRG Esports,NRG Esports,Team Liquid,Split,5,13,1,4,0,8,5,0,3,NRG Esports,Attack,0
267,Paper Rex,EDward Gaming,EDward Gaming,Paper Rex,Fracture,14,12,4,8,2,4,8,0,1,Paper Rex,Attack,1
267,Paper Rex,EDward Gaming,EDward Gaming,Paper Rex,Split,9,13,3,6,0,6,7,0,2,EDward Gaming,Attack,0
267,Paper Rex,EDward Gaming,EDward Gaming,Paper Rex,Lotus,13,8,5,8,0,4,4,0,3,EDward Gaming,Attack,0
268,FNATIC,Evil Geniuses,FNATIC,Evil Geniuses,Lotus,13,3,10,3,0,1,2,0,1,Evil Geniuses,Defense,0
268,FNATIC,Evil Geniuses,FNATIC,Evil Geniuses,Fracture,9,13,3,6,0,4,9,0,2,FNATIC,Attack,0
268,FNATIC,Evil Geniuses,FNATIC,Evil Geniuses,Split,13,11,7,6,0,6,5,0,3,FNATIC,Defense,0
269,NRG Esports,Paper Rex,NRG Esports,Paper Rex,Pearl,13,15,5,7,1,5,7,3,1,Paper Rex,Attack,1
269,NRG Esports,Paper Rex,NRG Esports,Paper Rex,Lotus,13,6,10,3,0,4,2,0,2,NRG Esports,Attack,0
269,NRG Esports,Paper Rex,NRG Esports,Paper Rex,Bind,11,13,7,4,0,8,5,0,3,NRG Esports,Attack,0
270,Evil Geniuses,Paper Rex,Evil Geniuses,Paper Rex,Fracture,13,7,4,9,0,3,4,0,1,Paper Rex,Attack,0
270,Evil Geniuses,Paper Rex,Evil Geniuses,Paper Rex,Lotus,12,14,7,5,0,7,5,2,2,Evil Geniuses,Defense,1
270,Evil Geniuses,Paper Rex,Evil Geniuses,Paper Rex,Split,10,13,2,8,0,4,9,0,3,Paper Rex,Attack,0
270,Evil Geniuses,Paper Rex,Evil Geniuses,Paper Rex,Pearl,13,6,6,7,0,5,1,0,4,Evil Geniuses,Defense,0
270,Evil Geniuses,Paper Rex,Evil Geniuses,Paper Rex,Ascent,13,8,8,5,0,4,4,0,5,Paper Rex,Defense,0
271,FNATIC,Evil Geniuses,FNATIC,Evil Geniuses,Lotus,13,8,6,7,0,2,6,0,1,Evil Geniuses,Defense,0
271,FNATIC,Evil Geniuses,FNATIC,Evil Geniuses,Split,13,11,5,8,0,4,7,0,2,FNATIC,Defense,0
271,FNATIC,Evil Geniuses,FNATIC,Evil Geniuses,Bind,14,12,8,4,2,8,4,0,3,Evil Geniuses,Attack,1
272,MIBR,KRÜ Esports,KRÜ Esports,MIBR,Bind,7,13,3,4,0,4,9,0,1,MIBR,Attack,0
272,MIBR,KRÜ Esports,KRÜ Esports,MIBR,Lotus,8,13,5,3,0,9,4,0,2,KRÜ Esports,Attack,0
273,FURIA,KRÜ Esports,KRÜ Esports,FURIA,Split,14,12,7,5,2,7,5,0,1,FURIA,Attack,1
273,FURIA,KRÜ Esports,KRÜ Esports,FURIA,Ascent,4,13,1,3,0,9,4,0,2,KRÜ Esports,Attack,0
273,FURIA,KRÜ Esports,KRÜ Esports,FURIA,Bind,11,13,4,7,0,5,8,0,3,KRÜ Esports,Attack,0
274,Sentinels,100 Thieves,100 Thieves,Sentinels,Pearl,12,14,3,9,0,3,9,2,1,Sentinels,Defense,1
274,Sentinels,100 Thieves,100 Thieves,Sentinels,Split,13,7,5,8,0,0,7,0,2,100 Thieves,Defense,0
274,Sentinels,100 Thieves,100 Thieves,Sentinels,Bind,13,7,10,3,0,5,2,0,3,100 Thieves,Defense,0
275,Cloud9,Sentinels,Sentinels,Cloud9,Pearl,13,8,8,5,0,4,4,0,1,Cloud9,Attack,0
275,Cloud9,Sentinels,Sentinels,Cloud9,Fracture,5,13,3,2,0,4,9,0,2,Sentinels,Defense,0
275,Cloud9,Sentinels,Sentinels,Cloud9,Split,13,8,8,5,0,4,4,0,3,Sentinels,Defense,0
276,LEVIATÁN,KRÜ Esports,KRÜ Esports,LEVIATÁN,Split,5,13,2,3,0,9,4,0,1,LEVIATÁN,Defense,0
276,LEVIATÁN,KRÜ Esports,KRÜ Esports,LEVIATÁN,Lotus,7,13,5,2,0,6,7,0,2,KRÜ Esports,Defense,0
277,Cloud9,KRÜ Esports,KRÜ Esports,Cloud9,Ascent,13,4,5,8,0,4,0,0,1,Cloud9,Defense,0
277,Cloud9,KRÜ Esports,KRÜ Esports,Cloud9,Pearl,4,13,4,0,0,12,1,0,2,KRÜ Esports,Attack,0
277,Cloud9,KRÜ Esports,KRÜ Esports,Cloud9,Haven,6,13,2,4,0,8,5,0,3,KRÜ Esports,Attack,0
278,Sentinels,LEVIATÁN,LEVIATÁN,Sentinels,Fracture,8,13,2,6,0,6,7,0,1,Sentinels,Defense,0
278,Sentinels,LEVIATÁN,LEVIATÁN,Sentinels,Split,4,13,4,0,0,5,8,0,2,LEVIATÁN,Defense,0
279,Cloud9,LEVIATÁN,Cloud9,LEVIATÁN,Lotus,13,7,8,5,0,3,4,0,1,LEVIATÁN,Defense,0
279,Cloud9,LEVIATÁN,Cloud9,LEVIATÁN,Pearl,13,9,6,7,0,3,6,0,2,Cloud9,Attack,0
279,Cloud9,LEVIATÁN,Cloud9,LEVIATÁN,Split,11,13,6,5,0,7,6,0,3,LEVIATÁN,Defense,0
279,Cloud9,LEVIATÁN,Cloud9,LEVIATÁN,Haven,10,13,9,1,0,10,3,0,4,Cloud9,Attack,0
279,Cloud9,LEVIATÁN,Cloud9,LEVIATÁN,Bind,7,13,2,5,0,7,6,0,5,LEVIATÁN,Attack,0
280,KRÜ Esports,LEVIATÁN,KRÜ Esports,LEVIATÁN,Split,13,5,9,4,0,2,3,0,1,LEVIATÁN,Defense,0
280,KRÜ Esports,LEVIATÁN,KRÜ Esports,LEVIATÁN,Pearl,8,13,1,7,0,5,8,0,2,KRÜ Esports,Defense,0
280,KRÜ Esports,LEVIATÁN,KRÜ Esports,LEVIATÁN,Ascent,13,6,7,6,0,1,5,0,3,LEVIATÁN,Defense,0
280,KRÜ Esports,LEVIATÁN,KRÜ Esports,LEVIATÁN,Lotus,13,10,7,6,0,6,4,0,4,KRÜ Esports,Defense,0
281,TALON,DetonatioN FocusMe,DetonatioN FocusMe,TALON,Fracture,13,7,7,6,0,2,5,0,1,TALON,Attack,0
281,TALON,DetonatioN FocusMe,DetonatioN FocusMe,TALON,Ascent,13,8,7,6,0,3,5,0,2,DetonatioN FocusMe,Defense,0
282,Rex Regum Qeon,Global Esports,Global Esports,Rex Regum Qeon,Split,13,10,7,6,0,5,5,0,1,Rex Regum Qeon,Attack,0
282,Rex Regum Qeon,Global Esports,Global Esports,Rex Regum Qeon,Ascent,13,10,6,7,0,4,6,0,2,Global Esports,Defense,0
283,Gen.G,TALON,TALON,Gen.G,Pearl,11,13,2,9,0,3,10,0,1,Gen.G,Defense,0
283,Gen.G,TALON,TALON,Gen.G,Split,13,10,6,7,0,5,5,0,2,TALON,Attack,0
283,Gen.G,TALON,TALON,Gen.G,Haven,15,13,8,4,3,8,4,1,3,TALON,Attack,1
284,ZETA DIVISION,Rex Regum Qeon,Rex Regum Qeon,ZETA DIVISION,Haven,2,13,2,0,0,3,10,0,1,ZETA DIVISION,Attack,0
284,ZETA DIVISION,Rex Regum Qeon,Rex Regum Qeon,ZETA DIVISION,Split,13,8,6,7,0,5,3,0,2,Rex Regum Qeon,Attack,0
284,ZETA DIVISION,Rex Regum Qeon,Rex Regum Qeon,ZETA DIVISION,Ascent,21,19,4,8,9,4,8,7,3,Rex Regum Qeon,Attack,1
285,Team Secret,Gen.G,Team Secret,Gen.G,Haven,13,6,4,9,0,3,3,0,1,Gen.G,Attack,0
