Overtime,Score Difference,Map_Ascent,Map_Bind,Map_Breeze,Map_Haven,Map_Icebox,Map_Lotus,Map_Split,Map_Sunset,Team 1_0,Team 1_1,Team 1_2,Team 1_3,Team 1_4,Team 1_5,Team 2_0,Team 2_1,Team 2_2,Team 2_3,Team 2_4,Team 2_5,Map Name,Team 1,Team 2,pick_team_1,pick_team_2,remaining_map,Recent Form Difference,Win Rate Difference,Team 1 Attack Win Rate,Team 1 Defense Win Rate,Team 2 Attack Win Rate,Team 2 Defense Win Rate,Attack Rounds Played Difference,Defense Rounds Played Difference
0,-7,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,Breeze,Natus Vincere,FNATIC,0,1,0,-2.0555555555555554,0.07777777777777783,0.5,0.5625,0.42105263157894735,0.5555555555555556,5,14
0,5,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,Ascent,Natus Vincere,FNATIC,1,0,0,-2.0555555555555554,0.07777777777777783,0.7419354838709677,0.5925925925925926,1.0,0.5833333333333334,25,15
0,10,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,Bind,Natus Vincere,FNATIC,0,0,1,-2.0555555555555554,0.07777777777777783,0.4375,0.45161290322580644,0.7083333333333334,0.5,8,13
0,9,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,Lotus,Team Liquid,Gentle Mates,1,0,0,0.08333333333333304,0.03643724696356271,0.5217391304347826,0.5416666666666666,0.4444444444444444,0.28,-13,-1
0,11,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,Icebox,Team Liquid,Gentle Mates,0,1,0,0.08333333333333304,0.03643724696356271,0.574468085106383,0.4634146341463415,0.3888888888888889,0.631578947368421,29,22
0,-4,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,Bind,BBL Esports,FUT Esports,0,1,0,-1.3035714285714286,-0.11805555555555558,0.4090909090909091,0.4166666666666667,0.5714285714285714,0.4827586206896552,-13,7
0,-7,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,Icebox,BBL Esports,FUT Esports,1,0,0,-1.3035714285714286,-0.11805555555555558,1.0,0.75,0.4666666666666667,0.47058823529411764,-26,-22
0,2,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,Ascent,FNATIC,Team Liquid,0,1,0,-2.0,0.02380952380952389,0.7333333333333333,0.4166666666666667,0.4666666666666667,0.53125,-15,-8
1,-2,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,Icebox,FNATIC,Team Liquid,1,0,0,-2.0,0.02380952380952389,0.5294117647058824,0.47058823529411764,0.6271186440677966,0.5,-42,-27
0,8,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,Lotus,FNATIC,Team Liquid,0,0,1,-2.0,0.02380952380952389,0.5660377358490566,0.4915254237288136,0.5714285714285714,0.6206896551724138,18,30
0,-2,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,Lotus,Natus Vincere,Team Heretics,0,1,0,0.3650793650793652,0.04761904761904767,0.5416666666666666,0.625,0.6515151515151515,0.35365853658536583,-42,-66
0,-4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,Split,Natus Vincere,Team Heretics,1,0,0,0.3650793650793652,0.04761904761904767,0.7027027027027027,0.4583333333333333,0.3333333333333333,0.5,4,6
0,-2,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,Breeze,Karmine Corp,FNATIC,0,1,0,0.6666666666666667,0.08594657375145176,0.38461538461538464,0.625,0.5384615384615384,0.5666666666666667,-13,-6
0,-4,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,Bind,Karmine Corp,FNATIC,1,0,0,0.6666666666666667,0.08594657375145176,0.5657894736842105,0.4189189189189189,0.5555555555555556,0.4090909090909091,40,52
0,-3,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,Lotus,FUT Esports,Team Heretics,0,1,0,-0.5714285714285716,0.0,0.5833333333333334,0.4444444444444444,0.6538461538461539,0.3617021276595745,-30,-49
1,-2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,Split,FUT Esports,Team Heretics,1,0,0,-0.5714285714285716,0.0,0.7777777777777778,0.6,0.4186046511627907,0.5,-16,-24
1,-2,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,Lotus,FNATIC,Team Heretics,0,1,0,-0.5357142857142858,-0.05978260869565222,0.5423728813559322,0.5633802816901409,0.651685393258427,0.37735849056603776,-30,-35
0,-9,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,Breeze,FNATIC,Team Heretics,1,0,0,-0.5357142857142858,-0.05978260869565222,0.631578947368421,0.47619047619047616,0.6666666666666666,0.4,14,27
0,-10,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,Icebox,Karmine Corp,FUT Esports,1,0,0,-2.583333333333333,0.03594080338266392,0.5454545454545454,0.5666666666666667,0.5476190476190477,0.4878048780487805,2,19
0,-3,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,Sunset,Karmine Corp,FUT Esports,0,1,0,-2.583333333333333,0.03594080338266392,0.4805194805194805,0.6136363636363636,0.35294117647058826,0.6071428571428571,43,60
0,-2,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,Icebox,FNATIC,FUT Esports,1,0,0,-2.738095238095238,-0.06333333333333335,0.4827586206896552,0.5172413793103449,0.6111111111111112,0.5111111111111111,-25,-16
0,7,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,Bind,FNATIC,FUT Esports,0,1,0,-2.738095238095238,-0.06333333333333335,0.6304347826086957,0.38235294117647056,0.5555555555555556,0.5365853658536586,1,-7
0,2,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,Breeze,FNATIC,FUT Esports,1,0,0,-2.738095238095238,-0.06333333333333335,0.56,0.425531914893617,0.5,0.875,38,39
1,2,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,Split,FNATIC,FUT Esports,0,1,0,-2.738095238095238,-0.06333333333333335,0.5151515151515151,0.39285714285714285,0.6666666666666666,0.5952380952380952,-6,-14
0,6,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,Sunset,Team Heretics,FNATIC,1,0,0,3.1666666666666665,0.09533468559837732,0.52,0.6081081081081081,0.5,0.5,75,74
1,2,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,Bind,Team Heretics,FNATIC,0,1,0,3.1666666666666665,0.09533468559837732,0.6428571428571429,0.48936170212765956,0.6792452830188679,0.41304347826086957,-11,1
0,-5,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,Lotus,Team Heretics,FNATIC,1,0,0,3.1666666666666665,0.09533468559837732,0.6336633663366337,0.3898305084745763,0.5352112676056338,0.5542168674698795,30,35
0,-8,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,Split,Team Heretics,FNATIC,0,1,0,3.1666666666666665,0.09533468559837732,0.41818181818181815,0.5151515151515151,0.4666666666666667,0.475,10,26
0,-5,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,Breeze,Team Heretics,FNATIC,0,0,1,3.1666666666666665,0.09533468559837732,0.7241379310344828,0.5185185185185185,0.5645161290322581,0.4406779661016949,-33,-32
0,-10,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,Bind,Bilibili Gaming,TYLOO,0,1,0,8.607142857142858,0.5555555555555556,0.3333333333333333,0.6666666666666666,0.5,0.5,12,12
0,7,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,Icebox,Bilibili Gaming,TYLOO,1,0,0,8.607142857142858,0.5555555555555556,0.3157894736842105,0.5833333333333334,0.5,0.5,19,24
0,7,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,Lotus,Bilibili Gaming,TYLOO,0,0,1,8.607142857142858,0.5555555555555556,0.5,0.75,0.5,0.5,16,24
0,8,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,Split,Wolves Esports,Titan Esports Club,0,1,0,3.642857142857143,-0.032967032967033016,0.5,0.5,0.6666666666666666,0.375,-18,-24
1,-2,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,Bind,Wolves Esports,Titan Esports Club,1,0,0,3.642857142857143,-0.032967032967033016,0.4166666666666667,0.45454545454545453,0.3103448275862069,0.5,-17,-25
0,-3,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,Lotus,Wolves Esports,Titan Esports Club,0,0,1,3.642857142857143,-0.032967032967033016,0.5,0.5,0.5384615384615384,0.35,-39,-40
0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,Icebox,Dragon Ranger Gaming,All Gamers,0,1,0,4.642857142857142,0.5714285714285714,0.16666666666666666,0.9166666666666666,0.4166666666666667,0.5,0,0
0,-2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,Sunset,Dragon Ranger Gaming,All Gamers,1,0,0,4.642857142857142,0.5714285714285714,0.6666666666666666,0.4166666666666667,0.42857142857142855,0.4166666666666667,-9,-12
0,-5,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,Breeze,Dragon Ranger Gaming,All Gamers,0,0,1,4.642857142857142,0.5714285714285714,0.25,0.42857142857142855,0.5,0.5,12,7
0,8,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,Ascent,EDward Gaming,JDG Esports,0,1,0,-3.9285714285714284,0.1596638655462186,0.43478260869565216,0.5,0.5,0.5,23,24
0,-4,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,Bind,EDward Gaming,JDG Esports,1,0,0,-3.9285714285714284,0.1596638655462186,0.5757575757575758,0.6451612903225806,0.5,0.7222222222222222,9,13
0,2,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,Split,EDward Gaming,JDG Esports,0,0,1,-3.9285714285714284,0.1596638655462186,0.42857142857142855,0.6129032258064516,0.5,0.5,28,31
0,-8,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,Lotus,Nova Esports,Trace Esports,0,1,0,-4.375,-0.26666666666666666,0.375,0.0,0.575,0.5581395348837209,-16,-32
0,-4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,Ascent,Nova Esports,Trace Esports,1,0,0,-4.375,-0.26666666666666666,0.5833333333333334,0.5,1.0,0.6666666666666666,7,0
0,5,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,Ascent,FunPlus Phoenix,Wolves Esports,0,1,0,-2.25,0.06666666666666665,0.4782608695652174,0.5833333333333334,0.45454545454545453,0.6956521739130435,1,1
0,6,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,Lotus,FunPlus Phoenix,Wolves Esports,1,0,0,-2.25,0.06666666666666665,0.7,0.4411764705882353,0.36363636363636365,0.5,19,22
0,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,Sunset,JDG Esports,Nova Esports,0,1,0,4.666666666666667,0.15000000000000002,0.5,0.7777777777777778,0.45454545454545453,0.4166666666666667,1,-3
0,-4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Bind,JDG Esports,Nova Esports,1,0,0,4.666666666666667,0.15000000000000002,0.5,0.7,0.5,0.5,34,30
0,-9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Ascent,JDG Esports,Nova Esports,0,0,1,4.666666666666667,0.15000000000000002,0.0,0.4166666666666667,0.5416666666666666,0.4090909090909091,-18,-10
0,2,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,Breeze,FunPlus Phoenix,Dragon Ranger Gaming,1,0,0,0.7083333333333333,0.02941176470588236,0.41935483870967744,0.6388888888888888,0.23809523809523808,0.47368421052631576,10,17
0,-4,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,Icebox,FunPlus Phoenix,Dragon Ranger Gaming,0,1,0,0.7083333333333333,0.02941176470588236,0.5714285714285714,0.42857142857142855,0.2916666666666667,0.7916666666666666,-3,-3
0,10,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,Sunset,FunPlus Phoenix,Dragon Ranger Gaming,0,0,1,0.7083333333333333,0.02941176470588236,0.5277777777777778,0.41379310344827586,0.5416666666666666,0.4583333333333333,12,5
0,-4,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,Breeze,All Gamers,Wolves Esports,1,0,0,0.28571428571428603,-0.047619047619047616,0.5,0.7777777777777778,0.3333333333333333,0.5833333333333334,0,-3
1,-2,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,Icebox,All Gamers,Wolves Esports,0,1,0,0.28571428571428603,-0.047619047619047616,0.375,0.5416666666666666,0.4166666666666667,0.6842105263157895,0,5
0,-2,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,Split,Trace Esports,Bilibili Gaming,1,0,0,-1.4107142857142856,0.06372549019607843,0.8333333333333334,0.5238095238095238,0.5,0.5,18,21
0,6,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,Breeze,Trace Esports,Bilibili Gaming,0,1,0,-1.4107142857142856,0.06372549019607843,0.5833333333333334,0.4166666666666667,0.5,0.5,12,12
0,6,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,Bind,Trace Esports,Bilibili Gaming,0,0,1,-1.4107142857142856,0.06372549019607843,0.45161290322580644,0.4722222222222222,0.25,0.4583333333333333,15,12
0,-9,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,Breeze,Dragon Ranger Gaming,Titan Esports Club,0,1,0,0.625,-0.03846153846153849,0.2727272727272727,0.5161290322580645,0.5833333333333334,0.4166666666666667,21,19
0,6,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,Split,Dragon Ranger Gaming,Titan Esports Club,1,0,0,0.625,-0.03846153846153849,0.5,0.2222222222222222,0.4666666666666667,0.4,-18,-21
0,8,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,Icebox,Dragon Ranger Gaming,Titan Esports Club,0,0,1,0.625,-0.03846153846153849,0.4444444444444444,0.6764705882352942,0.3333333333333333,0.625,12,10
0,-8,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,Sunset,TYLOO,EDward Gaming,0,1,0,-0.7321428571428572,-0.4571428571428572,0.08333333333333333,0.5,0.45454545454545453,0.2857142857142857,-21,-24
0,-3,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,Bind,TYLOO,EDward Gaming,1,0,0,-0.7321428571428572,-0.4571428571428572,0.75,1.0,0.5111111111111111,0.6097560975609756,-33,-37
0,-4,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,Ascent,Wolves Esports,Trace Esports,1,0,0,-2.1428571428571423,-0.22142857142857153,0.4411764705882353,0.59375,0.8,0.5833333333333334,19,8
0,-4,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,Lotus,Wolves Esports,Trace Esports,0,1,0,-2.1428571428571423,-0.22142857142857153,0.34782608695652173,0.45,0.6304347826086957,0.5636363636363636,-23,-35
0,-7,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,Ascent,Nova Esports,FunPlus Phoenix,1,0,0,-4.285714285714286,-0.18636363636363645,0.5517241379310345,0.5588235294117647,0.53125,0.5833333333333334,-3,-2
0,-9,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,Lotus,Nova Esports,FunPlus Phoenix,0,1,0,-4.285714285714286,-0.18636363636363645,0.3888888888888889,0.0,0.6842105263157895,0.5,-2,-29
0,-2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,Lotus,Bilibili Gaming,All Gamers,1,0,0,0.25396825396825395,0.3111111111111111,0.5357142857142857,0.7741935483870968,0.5,0.5,28,31
0,-6,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,Bind,Bilibili Gaming,All Gamers,0,1,0,0.25396825396825395,0.3111111111111111,0.32142857142857145,0.40625,0.5,0.5,28,32
0,6,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,Breeze,Dragon Ranger Gaming,JDG Esports,0,1,0,0.3333333333333335,0.11538461538461542,0.26666666666666666,0.4722222222222222,0.5,0.5,45,36
0,-8,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,Icebox,Dragon Ranger Gaming,JDG Esports,1,0,0,0.3333333333333335,0.11538461538461542,0.5625,0.625,0.5416666666666666,0.5,24,16
1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,Bind,Dragon Ranger Gaming,JDG Esports,0,0,1,0.3333333333333335,0.11538461538461542,0.5,0.6363636363636364,0.4782608695652174,0.625,-34,-29
0,-3,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,Icebox,TYLOO,Nova Esports,1,0,0,0.1428571428571428,-0.1965811965811966,0.4166666666666667,0.14285714285714285,0.5,0.5,12,7
1,2,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,Ascent,TYLOO,Nova Esports,0,1,0,0.1428571428571428,-0.1965811965811966,0.4166666666666667,0.29411764705882354,0.5365853658536586,0.4634146341463415,-17,-24
0,4,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,Split,TYLOO,Nova Esports,0,0,1,0.1428571428571428,-0.1965811965811966,0.5,0.4166666666666667,0.5,0.3333333333333333,-12,-6
0,8,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,Ascent,EDward Gaming,Titan Esports Club,1,0,0,2.303571428571429,0.16267942583732065,0.4857142857142857,0.6,0.3333333333333333,0.4166666666666667,26,18
0,8,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,Sunset,EDward Gaming,Titan Esports Club,0,1,0,2.303571428571429,0.16267942583732065,0.5384615384615384,0.375,0.5,0.5,39,40
0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,Sunset,Titan Esports Club,Bilibili Gaming,0,1,0,-1.25,-0.04201680672268909,0.5,0.16666666666666666,0.4583333333333333,0.6363636363636364,-18,-10
0,-5,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,Bind,Titan Esports Club,Bilibili Gaming,1,0,0,-1.25,-0.04201680672268909,0.4146341463414634,0.4583333333333333,0.375,0.35,1,8
0,7,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,Icebox,Titan Esports Club,Bilibili Gaming,0,0,1,-1.25,-0.04201680672268909,0.4,0.4444444444444444,0.46153846153846156,0.5833333333333334,4,0
0,-6,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,Breeze,Trace Esports,Dragon Ranger Gaming,0,1,0,4.619047619047619,0.1555023923444976,0.6666666666666666,0.45,0.3018867924528302,0.5416666666666666,-29,-28
0,-3,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,Sunset,Trace Esports,Dragon Ranger Gaming,1,0,0,4.619047619047619,0.1555023923444976,0.55,0.5416666666666666,0.5357142857142857,0.3333333333333333,12,12
0,-2,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,Sunset,TYLOO,Wolves Esports,0,1,0,0.6666666666666665,-0.125,0.25,0.2,0.2,0.5833333333333334,14,-2
0,6,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,Split,TYLOO,Wolves Esports,1,0,0,0.6666666666666665,-0.125,0.6363636363636364,0.4166666666666667,0.5,0.8333333333333334,16,12
0,-3,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,Ascent,TYLOO,Wolves Esports,0,0,1,0.6666666666666665,-0.125,0.4166666666666667,0.41379310344827586,0.3695652173913043,0.6190476190476191,-10,-13
0,-9,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,Breeze,FunPlus Phoenix,EDward Gaming,1,0,0,0.2857142857142856,-0.07575757575757569,0.4186046511627907,0.6458333333333334,0.4838709677419355,0.4444444444444444,12,12
0,2,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,Bind,FunPlus Phoenix,EDward Gaming,0,1,0,0.2857142857142856,-0.07575757575757569,0.5833333333333334,0.3333333333333333,0.5087719298245614,0.6153846153846154,-45,-40
0,9,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,Ascent,FunPlus Phoenix,EDward Gaming,0,0,1,0.2857142857142856,-0.07575757575757569,0.6153846153846154,0.5625,0.5319148936170213,0.6388888888888888,-8,12
1,2,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,Lotus,All Gamers,Nova Esports,1,0,0,2.375,0.05113636363636359,0.5,0.5833333333333334,0.34146341463414637,0.13793103448275862,-29,-17
0,-3,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,Bind,All Gamers,Nova Esports,0,1,0,2.375,0.05113636363636359,0.875,0.5,0.6,0.5833333333333334,-2,0
0,6,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,Split,All Gamers,Nova Esports,0,0,1,2.375,0.05113636363636359,0.5,0.5,0.5277777777777778,0.2857142857142857,-36,-28
0,5,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,Icebox,Bilibili Gaming,JDG Esports,0,1,0,-1.1944444444444444,0.07500000000000001,0.42105263157894735,0.5348837209302325,0.6388888888888888,0.5,2,13
0,3,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,Lotus,Bilibili Gaming,JDG Esports,1,0,0,-1.1944444444444444,0.07500000000000001,0.5,0.6976744186046512,0.5,0.3,16,23
0,7,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,Sunset,EDward Gaming,All Gamers,0,1,0,2.571428571428572,0.20105820105820116,0.6078431372549019,0.391304347826087,0.45454545454545453,0.4722222222222222,18,10
0,8,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,Icebox,EDward Gaming,All Gamers,1,0,0,2.571428571428572,0.20105820105820116,0.5555555555555556,0.26666666666666666,0.5,0.4444444444444444,-9,-6
0,-5,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,1,Lotus,Wolves Esports,JDG Esports,0,1,0,1.5714285714285716,0.08771929824561397,0.34285714285714286,0.4666666666666667,0.5277777777777778,0.2903225806451613,-1,-1
0,-12,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,Ascent,Wolves Esports,JDG Esports,1,0,0,1.5714285714285716,0.08771929824561397,0.40350877192982454,0.6111111111111112,0.1111111111111111,0.4117647058823529,39,37
0,-3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,Bind,Dragon Ranger Gaming,TYLOO,0,1,0,2.625,0.3047619047619048,0.4166666666666667,0.6521739130434783,0.5652173913043478,0.625,1,7
0,-5,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,Breeze,Dragon Ranger Gaming,TYLOO,1,0,0,2.625,0.3047619047619048,0.3770491803278688,0.5333333333333333,0.5,0.5,61,60
0,-11,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,Icebox,Bilibili Gaming,FunPlus Phoenix,1,0,0,-3.821428571428571,-0.09999999999999998,0.48936170212765956,0.5272727272727272,0.5806451612903226,0.36363636363636365,16,22
0,-7,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,Lotus,Bilibili Gaming,FunPlus Phoenix,0,1,0,-3.821428571428571,-0.09999999999999998,0.5490196078431373,0.6363636363636364,0.68,0.5490196078431373,1,4
0,7,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,Split,Nova Esports,Titan Esports Club,1,0,0,-0.875,-0.1425438596491228,0.4791666666666667,0.3055555555555556,0.42105263157894735,0.40476190476190477,10,-6
0,7,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,Lotus,Nova Esports,Titan Esports Club,0,1,0,-0.875,-0.1425438596491228,0.41509433962264153,0.1951219512195122,0.5294117647058824,0.4117647058823529,2,-10
1,-2,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,Sunset,Trace Esports,EDward Gaming,1,0,0,-2.8571428571428577,-0.030172413793103425,0.5384615384615384,0.5084745762711864,0.6349206349206349,0.41509433962264153,-11,6
1,-2,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,Breeze,Trace Esports,EDward Gaming,0,1,0,-2.8571428571428577,-0.030172413793103425,0.6111111111111112,0.35714285714285715,0.5581395348837209,0.4878048780487805,-7,-13
0,4,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,Sunset,Trace Esports,All Gamers,1,0,0,-0.5476190476190477,0.20192307692307687,0.5625,0.4788732394366197,0.45,0.4166666666666667,24,23
0,6,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,Breeze,Trace Esports,All Gamers,0,1,0,-0.5476190476190477,0.20192307692307687,0.6041666666666666,0.375,0.4583333333333333,0.5789473684210527,24,21
0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,Bind,Dragon Ranger Gaming,Nova Esports,0,1,0,-0.6071428571428572,0.14078674948240172,0.3888888888888889,0.6176470588235294,0.6190476190476191,0.5416666666666666,15,10
0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,Ascent,Dragon Ranger Gaming,Nova Esports,1,0,0,-0.6071428571428572,0.14078674948240172,0.47058823529411764,0.6521739130434783,0.5094339622641509,0.49056603773584906,-36,-30
0,3,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,Bind,FunPlus Phoenix,Trace Esports,0,1,0,5.642857142857143,0.022486772486772555,0.5,0.5,0.5128205128205128,0.5,-15,-24
0,5,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,Lotus,FunPlus Phoenix,Trace Esports,1,0,0,5.642857142857143,0.022486772486772555,0.7258064516129032,0.5172413793103449,0.6071428571428571,0.582089552238806,6,-9
0,10,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,Ascent,EDward Gaming,Dragon Ranger Gaming,0,1,0,0.4285714285714284,0.11741935483870958,0.4915254237288136,0.5609756097560976,0.5172413793103449,0.6774193548387096,30,10
