Score Difference,Map_Ascent,Map_Bind,Map_Breeze,Map_Haven,Map_Icebox,Map_Lotus,Map_Split,Map_Sunset,Map Name,Team 1,Team 2,pick_team_1,pick_team_2,remaining_map,Recent Form Difference,Win Rate Difference,Team 1 Attack Win Rate,Team 1 Defense Win Rate,Team 2 Attack Win Rate,Team 2 Defense Win Rate,Team 1 ID,Team 2 ID,Total Rounds Played Difference
-3,0,1,0,0,0,0,0,0,Bind,Wolves Esports,EDward Gaming,0,1,0,5.0,0.5,0.5,0.5,0.5,0.5,37,38,0
3,1,0,0,0,0,0,0,0,Ascent,Wolves Esports,EDward Gaming,1,0,0,5.0,0.5,0.4,0.75,0.5,0.5,37,38,22
-2,0,0,1,0,0,0,0,0,Breeze,Wolves Esports,EDward Gaming,0,0,1,5.0,0.5,0.5,0.5,0.5,0.5,37,38,0
8,0,0,0,0,0,0,1,0,Split,Trace Esports,Nova Esports,0,1,0,4.95,0.0999999999999999,0.5,0.5,0.5833333333333334,0.5,30,40,-24
9,0,0,0,0,0,1,0,0,Lotus,Trace Esports,Nova Esports,1,0,0,4.95,0.0999999999999999,0.4545454545454545,0.4166666666666667,0.4166666666666667,0.0,30,40,5
-8,0,1,0,0,0,0,0,0,Bind,Titan Esports Club,JDG Esports,0,1,0,1.4,0.0999999999999999,0.3478260869565217,0.5833333333333334,0.3333333333333333,0.6666666666666666,36,32,23
0,0,0,0,0,1,0,0,0,Icebox,Titan Esports Club,JDG Esports,1,0,0,1.4,0.0999999999999999,0.0833333333333333,0.8333333333333334,0.5,0.5833333333333334,36,32,0
3,0,0,0,0,0,1,0,0,Lotus,Titan Esports Club,JDG Esports,0,0,1,1.4,0.0999999999999999,0.7777777777777778,0.5,0.5,0.2222222222222222,36,32,0
-4,0,0,0,0,0,0,0,1,Sunset,Wolves Esports,Bilibili Gaming,0,1,0,6.6,0.6,0.5,0.5,0.5,0.5,37,34,0
-3,0,0,0,0,1,0,0,0,Icebox,Wolves Esports,Bilibili Gaming,1,0,0,6.6,0.6,0.5833333333333334,0.75,0.25,0.4166666666666667,37,34,0
0,0,0,1,0,0,0,0,0,Breeze,Trace Esports,Titan Esports Club,0,1,0,4.214285714285714,0.0892857142857143,0.5,0.5,0.5,0.5,30,36,0
7,0,0,0,0,0,1,0,0,Lotus,Trace Esports,Titan Esports Club,1,0,0,4.214285714285714,0.0892857142857143,0.625,0.5416666666666666,0.7,0.5,30,36,-4
5,0,0,0,0,0,0,1,0,Split,Trace Esports,Titan Esports Club,0,0,1,4.214285714285714,0.0892857142857143,1.0,0.5833333333333334,0.7777777777777778,0.5,30,36,-3
10,0,0,0,0,0,1,0,0,Lotus,Bilibili Gaming,Titan Esports Club,0,1,0,0.6944444444444444,-0.0454545454545454,0.5,0.5,0.6666666666666666,0.3888888888888889,34,36,-63
5,1,0,0,0,0,0,0,0,Ascent,Bilibili Gaming,Titan Esports Club,1,0,0,0.6944444444444444,-0.0454545454545454,0.25,0.6,0.5,0.5,34,36,22
2,0,0,0,0,0,1,0,0,Lotus,Bilibili Gaming,Trace Esports,0,1,0,-1.0,-0.0333333333333333,1.0,0.75,0.7142857142857143,0.5161290322580645,34,30,-43
0,0,0,0,0,0,0,0,1,Sunset,Bilibili Gaming,Trace Esports,1,0,0,-1.0,-0.0333333333333333,0.4166666666666667,0.8,0.5625,0.625,34,30,-18
0,0,1,0,0,0,0,0,0,Bind,Bilibili Gaming,Trace Esports,0,0,1,-1.0,-0.0333333333333333,0.5,0.5,0.6666666666666666,0.4166666666666667,34,30,-24
3,1,0,0,0,0,0,0,0,Ascent,FunPlus Phoenix,Dragon Ranger Gaming,0,1,0,0.5999999999999996,0.0,0.5,0.5,0.8,0.75,31,33,-17
7,0,0,1,0,0,0,0,0,Breeze,FunPlus Phoenix,Dragon Ranger Gaming,1,0,0,0.5999999999999996,0.0,0.5,0.5,0.5,0.5,31,33,0
0,0,0,0,0,0,0,0,1,Sunset,EDward Gaming,Trace Esports,0,1,0,-2.958333333333333,-0.0256410256410256,0.5,0.5,0.5357142857142857,0.5833333333333334,38,30,-64
7,0,1,0,0,0,0,0,0,Bind,EDward Gaming,Trace Esports,1,0,0,-2.958333333333333,-0.0256410256410256,0.5454545454545454,0.5833333333333334,0.5,0.5416666666666666,38,30,-25
0,0,0,1,0,0,0,0,0,Breeze,FunPlus Phoenix,EDward Gaming,1,0,0,1.2285714285714282,0.057142857142857,0.5714285714285714,0.75,0.4166666666666667,0.6666666666666666,31,38,-5
-7,0,0,0,0,0,0,1,0,Split,FunPlus Phoenix,EDward Gaming,0,1,0,1.2285714285714282,0.057142857142857,0.5,0.5,0.5,0.5,31,38,0
5,0,0,0,0,1,0,0,0,Icebox,FunPlus Phoenix,EDward Gaming,1,0,0,1.2285714285714282,0.057142857142857,0.5,0.5,0.5,0.5,31,38,0
0,1,0,0,0,0,0,0,0,Ascent,FunPlus Phoenix,EDward Gaming,0,1,0,1.2285714285714282,0.057142857142857,0.4545454545454545,0.6666666666666666,0.3636363636363636,0.5,31,38,0
5,0,0,0,0,1,0,0,0,Icebox,Karmine Corp,FunPlus Phoenix,0,1,0,4.097222222222222,0.0858585858585858,0.625,0.6666666666666666,0.7777777777777778,0.5,27,31,-1
3,0,0,0,0,0,1,0,0,Lotus,Karmine Corp,FunPlus Phoenix,1,0,0,4.097222222222222,0.0858585858585858,0.5769230769230769,0.5102040816326531,0.7222222222222222,0.5652173913043478,27,31,60
2,0,0,0,0,1,0,0,0,Icebox,Gen.G,LOUD,0,1,0,4.215909090909091,0.0846153846153845,0.5416666666666666,0.5813953488372093,0.6666666666666666,0.5,12,3,47
-5,0,0,1,0,0,0,0,0,Breeze,Gen.G,LOUD,1,0,0,4.215909090909091,0.0846153846153845,0.5294117647058824,0.3333333333333333,0.5,0.5,12,3,64
8,1,0,0,0,0,0,0,0,Ascent,Gen.G,LOUD,0,0,1,4.215909090909091,0.0846153846153845,0.8181818181818182,0.7083333333333334,0.4722222222222222,0.6153846153846154,12,3,-27
-5,0,0,0,0,0,0,0,1,Sunset,EDward Gaming,Paper Rex,0,1,0,1.3333333333333333,0.2222222222222222,0.5833333333333334,0.4166666666666667,0.375,0.8333333333333334,38,19,4
4,0,1,0,0,0,0,0,0,Bind,EDward Gaming,Paper Rex,1,0,0,1.3333333333333333,0.2222222222222222,0.6086956521739131,0.631578947368421,0.0,0.3333333333333333,38,19,25
4,0,0,0,0,0,0,1,0,Split,EDward Gaming,Paper Rex,0,0,1,1.3333333333333333,0.2222222222222222,0.5833333333333334,0.8571428571428571,0.6666666666666666,0.5294117647058824,38,19,-22
4,0,0,0,0,0,1,0,0,Lotus,Sentinels,Team Heretics,1,0,0,0.1931818181818179,-0.1285714285714285,0.7916666666666666,0.6363636363636364,0.76,0.3888888888888889,7,25,-26
-8,0,0,0,0,0,0,0,1,Sunset,Sentinels,Team Heretics,0,1,0,0.1931818181818179,-0.1285714285714285,0.4722222222222222,0.6774193548387096,0.3636363636363636,0.7083333333333334,7,25,21
2,0,1,0,0,0,0,0,0,Bind,Sentinels,Team Heretics,0,0,1,0.1931818181818179,-0.1285714285714285,0.4642857142857143,0.4117647058823529,0.5833333333333334,0.5454545454545454,7,25,39
5,0,0,0,0,0,0,1,0,Split,Sentinels,Karmine Corp,1,0,0,-2.0909090909090917,-0.1666666666666666,0.4629629629629629,0.7407407407407407,0.5238095238095238,0.5526315789473685,7,27,55
2,0,0,0,0,0,1,0,0,Lotus,Sentinels,Karmine Corp,0,1,0,-2.0909090909090917,-0.1666666666666666,0.8235294117647058,0.4782608695652174,0.6190476190476191,0.4754098360655737,7,27,-67
5,0,0,0,0,1,0,0,0,Icebox,EDward Gaming,Gen.G,0,1,0,-0.4444444444444446,0.0543478260869565,0.5,0.2222222222222222,0.5333333333333333,0.5818181818181818,38,12,-94
-8,0,0,0,0,0,0,1,0,Split,EDward Gaming,Gen.G,1,0,0,-0.4444444444444446,0.0543478260869565,0.5454545454545454,0.7368421052631579,0.1176470588235294,0.5416666666666666,38,12,0
-7,0,0,1,0,0,0,0,0,Breeze,EDward Gaming,Gen.G,0,0,1,-0.4444444444444446,0.0543478260869565,0.4166666666666667,0.625,0.5348837209302325,0.3095238095238095,38,12,-37
-8,0,0,0,0,0,0,0,1,Sunset,FunPlus Phoenix,LOUD,0,1,0,0.6818181818181821,-0.0240384615384615,0.625,0.4782608695652174,0.625,0.5,31,3,7
-2,0,0,1,0,0,0,0,0,Breeze,FunPlus Phoenix,LOUD,1,0,0,0.6818181818181821,-0.0240384615384615,0.4736842105263157,0.6666666666666666,0.75,0.4444444444444444,31,3,22
-3,0,0,0,0,0,0,0,1,Sunset,Team Heretics,Paper Rex,0,1,0,0.1111111111111111,0.1153846153846154,0.4642857142857143,0.6944444444444444,0.6,0.6666666666666666,25,19,23
3,0,0,0,0,0,1,0,0,Lotus,Team Heretics,Paper Rex,1,0,0,0.1111111111111111,0.1153846153846154,0.7297297297297297,0.3260869565217391,0.5652173913043478,0.4583333333333333,25,19,36
-6,0,0,0,0,0,0,1,0,Split,Team Heretics,Paper Rex,0,0,1,0.1111111111111111,0.1153846153846154,0.4705882352941176,0.5555555555555556,0.5555555555555556,0.5185185185185185,25,19,-28
11,0,0,0,0,1,0,0,0,Icebox,LOUD,EDward Gaming,0,1,0,-1.0,-0.0555555555555554,0.5833333333333334,0.5,0.5833333333333334,0.3888888888888889,3,38,26
10,0,0,0,0,0,0,0,1,Sunset,LOUD,EDward Gaming,1,0,0,-1.0,-0.0555555555555554,0.6818181818181818,0.5555555555555556,0.5714285714285714,0.3333333333333333,3,38,13
-3,0,1,0,0,0,0,0,0,Bind,Karmine Corp,Paper Rex,0,1,0,2.825,0.1484848484848484,0.5882352941176471,0.35,0.2352941176470588,0.4090909090909091,27,19,-2
7,0,0,0,0,0,1,0,0,Lotus,Karmine Corp,Paper Rex,1,0,0,2.825,0.1484848484848484,0.6,0.4657534246575342,0.5142857142857142,0.4571428571428571,27,19,78
0,1,0,0,0,0,0,0,0,Ascent,Karmine Corp,Paper Rex,0,0,1,2.825,0.1484848484848484,0.5833333333333334,0.4166666666666667,0.5416666666666666,0.3846153846153846,27,19,-13
5,0,0,0,0,0,0,1,0,Split,Gen.G,Paper Rex,0,1,0,2.388888888888889,0.1367521367521367,0.3103448275862069,0.6333333333333333,0.5416666666666666,0.6,12,19,-24
4,0,0,0,0,0,1,0,0,Lotus,Gen.G,Paper Rex,1,0,0,2.388888888888889,0.1367521367521367,0.6206896551724138,0.5,0.4680851063829787,0.4285714285714285,12,19,21
9,0,0,0,0,0,0,1,0,Split,Sentinels,LOUD,1,0,0,-1.6142857142857134,-0.0346153846153846,0.4696969696969697,0.7444444444444445,0.4,0.5357142857142857,7,3,93
0,0,0,0,0,1,0,0,0,Icebox,Sentinels,LOUD,0,1,0,-1.6142857142857134,-0.0346153846153846,0.5833333333333334,0.3333333333333333,0.6666666666666666,0.5142857142857142,7,3,-59
0,0,0,0,0,0,0,0,1,Sunset,Sentinels,LOUD,0,0,1,-1.6142857142857134,-0.0346153846153846,0.4375,0.5945945945945946,0.7307692307692307,0.6041666666666666,7,3,11
8,0,0,0,0,0,0,1,0,Split,Gen.G,Sentinels,0,1,0,1.25,0.0935960591133004,0.4146341463414634,0.6153846153846154,0.5128205128205128,0.7473684210526316,12,7,-93
-6,0,0,0,0,0,1,0,0,Lotus,Gen.G,Sentinels,1,0,0,1.25,0.0935960591133004,0.6029411764705882,0.53125,0.7608695652173914,0.4857142857142857,12,7,51
10,0,0,1,0,0,0,0,0,Breeze,Gen.G,Sentinels,0,0,1,1.25,0.0935960591133004,0.6181818181818182,0.3061224489795918,0.5294117647058824,0.25,12,7,63
2,1,0,0,0,0,0,0,0,Ascent,Paper Rex,LOUD,0,1,0,-3.767857142857143,-0.108695652173913,0.5,0.48,0.4523809523809524,0.5,19,3,-19
5,0,0,0,0,0,0,0,1,Sunset,Paper Rex,LOUD,1,0,0,-3.767857142857143,-0.108695652173913,0.5625,0.65625,0.6842105263157895,0.5666666666666667,19,3,-34
0,0,0,0,0,0,1,0,0,Lotus,Sentinels,Paper Rex,1,0,0,1.0714285714285714,0.0482954545454545,0.7241379310344828,0.5348837209302325,0.4406779661016949,0.4423076923076923,7,19,-10
7,1,0,0,0,0,0,0,0,Ascent,Sentinels,Paper Rex,0,1,0,1.0714285714285714,0.0482954545454545,0.4615384615384615,0.5,0.5,0.5135135135135135,7,19,-23
-8,0,0,0,0,0,0,1,0,Split,Sentinels,Paper Rex,1,0,0,1.0714285714285714,0.0482954545454545,0.4880952380952381,0.7009345794392523,0.5263157894736842,0.5319148936170213,7,19,87
10,0,0,0,0,0,0,0,1,Sunset,Sentinels,Paper Rex,0,1,0,1.0714285714285714,0.0482954545454545,0.4666666666666667,0.5510204081632653,0.5853658536585366,0.6363636363636364,7,19,24
5,0,0,1,0,0,0,0,0,Breeze,Gen.G,Sentinels,1,0,0,3.075,0.0985663082437275,0.6440677966101694,0.3934426229508196,0.4137931034482758,0.2142857142857142,12,7,63
0,0,1,0,0,0,0,0,0,Bind,Gen.G,Sentinels,0,1,0,3.075,0.0985663082437275,0.625,0.5882352941176471,0.475,0.4565217391304347,12,7,-45
5,1,0,0,0,0,0,0,0,Ascent,Gen.G,Sentinels,1,0,0,3.075,0.0985663082437275,0.782608695652174,0.7,0.5757575757575758,0.5,12,7,-28
-3,0,0,0,0,0,0,1,0,Split,Gen.G,Sentinels,0,1,0,3.075,0.0985663082437275,0.4716981132075472,0.6444444444444445,0.46875,0.672566371681416,12,7,-111
-7,0,0,0,0,1,0,0,0,Icebox,Gen.G,Sentinels,0,0,1,3.075,0.0985663082437275,0.5217391304347826,0.5373134328358209,0.5,0.4583333333333333,12,7,88
9,0,0,1,0,0,0,0,0,Breeze,Karmine Corp,GIANTX,0,1,0,3.095238095238095,0.3066666666666667,0.5,0.5,0.5,0.5,27,21,0
4,0,0,0,0,0,0,0,1,Sunset,Karmine Corp,GIANTX,1,0,0,3.095238095238095,0.3066666666666667,0.4666666666666667,0.6379310344827587,0.45,0.4782608695652174,27,21,60
-4,0,0,0,0,0,0,1,0,Split,KOI,Team Liquid,1,0,0,-1.857142857142857,-0.0649350649350649,0.5217391304347826,0.6086956521739131,0.5,0.2631578947368421,28,23,3
-6,1,0,0,0,0,0,0,0,Ascent,KOI,Team Liquid,0,1,0,-1.857142857142857,-0.0649350649350649,0.5,0.5,0.5,0.5,28,23,0
-4,0,1,0,0,0,0,0,0,Bind,Team Vitality,Natus Vincere,0,1,0,-0.4285714285714286,-0.0259740259740259,0.5,0.5,0.3333333333333333,0.4444444444444444,24,22,-21
-9,0,0,0,0,0,1,0,0,Lotus,Team Vitality,Natus Vincere,1,0,0,-0.4285714285714286,-0.0259740259740259,0.65625,0.4444444444444444,0.5,0.5,24,22,68
-9,0,0,0,0,1,0,0,0,Icebox,FNATIC,Team Heretics,1,0,0,2.5,-0.0625,0.5,0.5,0.3333333333333333,0.375,29,25,-20
0,0,0,0,0,0,1,0,0,Lotus,FNATIC,Team Heretics,0,1,0,2.5,-0.0625,0.5,0.4347826086956521,0.6875,0.3793103448275862,29,25,-59
-8,0,0,0,0,0,0,1,0,Split,Team Liquid,FUT Esports,0,1,0,-1.2142857142857144,0.1805555555555555,0.6176470588235294,0.2903225806451613,0.7142857142857143,0.6666666666666666,23,20,46
-5,0,0,0,0,1,0,0,0,Icebox,Team Liquid,FUT Esports,1,0,0,-1.2142857142857144,0.1805555555555555,0.6086956521739131,0.4583333333333333,0.3333333333333333,0.4166666666666667,23,20,26
-6,1,0,0,0,0,0,0,0,Ascent,BBL Esports,Gentle Mates,1,0,0,-1.6,0.0,0.5,0.0,0.5,0.5,26,39,19
-2,0,0,0,0,0,0,0,1,Sunset,BBL Esports,Gentle Mates,0,1,0,-1.6,0.0,0.5,0.5,0.5333333333333333,0.2083333333333333,26,39,-39
2,0,1,0,0,0,0,0,0,Bind,Karmine Corp,FUT Esports,0,1,0,-1.6071428571428572,0.1666666666666666,0.5714285714285714,0.34375,0.6086956521739131,0.5294117647058824,27,20,20
-5,0,0,0,0,0,1,0,0,Lotus,Karmine Corp,FUT Esports,1,0,0,-1.6071428571428572,0.1666666666666666,0.6097560975609756,0.4941176470588235,0.5416666666666666,0.4166666666666667,27,20,119
-6,0,0,1,0,0,0,0,0,Breeze,Karmine Corp,FUT Esports,0,0,1,-1.6071428571428572,0.1666666666666666,0.8,0.75,0.5,0.5,27,20,17
4,0,0,1,0,0,0,0,0,Breeze,Team Vitality,Team Heretics,1,0,0,-2.375,-0.1495726495726496,0.4705882352941176,0.4736842105263157,0.8333333333333334,0.6,24,25,19
-2,0,0,0,0,0,0,0,1,Sunset,Team Vitality,Team Heretics,0,1,0,-2.375,-0.1495726495726496,0.6875,0.4117647058823529,0.4358974358974359,0.6458333333333334,24,25,-5
4,0,0,0,0,1,0,0,0,Icebox,Team Vitality,Team Heretics,0,0,1,-2.375,-0.1495726495726496,0.5,0.5,0.5416666666666666,0.5384615384615384,24,25,-37
3,0,0,0,0,0,1,0,0,Lotus,Team Liquid,Natus Vincere,1,0,0,-3.1904761904761902,-0.2121212121212121,0.5,0.5,0.75,0.8,23,22,-17
-2,0,0,0,0,0,0,1,0,Split,Team Liquid,Natus Vincere,0,1,0,-3.1904761904761902,-0.2121212121212121,0.6,0.2558139534883721,1.0,0.4166666666666667,23,22,63
-8,1,0,0,0,0,0,0,0,Ascent,Team Liquid,Natus Vincere,0,0,1,-3.1904761904761902,-0.2121212121212121,0.6666666666666666,0.625,1.0,0.5,23,22,1
9,0,0,1,0,0,0,0,0,Breeze,BBL Esports,KOI,0,1,0,2.0,-0.1648351648351649,0.25,0.4285714285714285,0.0,0.5,26,28,0
10,0,0,0,0,1,0,0,0,Icebox,BBL Esports,KOI,1,0,0,2.0,-0.1648351648351649,0.5,0.5,0.5416666666666666,0.391304347826087,26,28,-47
8,0,1,0,0,0,0,0,0,Bind,FNATIC,GIANTX,0,1,0,2.125,0.0833333333333333,0.5,0.5,0.5,0.5,29,21,0
-8,0,0,1,0,0,0,0,0,Breeze,FNATIC,GIANTX,1,0,0,2.125,0.0833333333333333,0.5,0.5,0.25,0.2,29,21,-17
6,0,0,0,0,0,0,1,0,Split,FNATIC,GIANTX,0,0,1,2.125,0.0833333333333333,0.3333333333333333,0.4166666666666667,0.4166666666666667,0.3684210526315789,29,21,-22
7,0,0,0,0,0,0,1,0,Split,Karmine Corp,Gentle Mates,1,0,0,1.3214285714285714,0.2047619047619048,0.4705882352941176,0.54,0.5,0.5,27,39,101
7,0,0,0,0,1,0,0,0,Icebox,Karmine Corp,Gentle Mates,0,1,0,1.3214285714285714,0.2047619047619048,0.6470588235294118,0.625,0.5,0.5,27,39,41
-7,0,0,1,0,0,0,0,0,Breeze,Gentle Mates,FNATIC,1,0,0,0.571428571428571,-0.1111111111111111,0.8333333333333334,0.6,0.3333333333333333,0.1666666666666666,39,29,-1
-9,0,0,0,0,0,1,0,0,Lotus,Gentle Mates,FNATIC,0,1,0,0.571428571428571,-0.1111111111111111,0.5,0.35,0.5277777777777778,0.4285714285714285,39,29,-27
6,0,1,0,0,0,0,0,0,Bind,Karmine Corp,Natus Vincere,0,1,0,1.2857142857142865,-0.0104166666666666,0.575,0.3863636363636363,0.4583333333333333,0.5263157894736842,27,22,41
-6,0,0,0,0,0,0,0,1,Sunset,Karmine Corp,Natus Vincere,1,0,0,1.2857142857142865,-0.0104166666666666,0.4736842105263157,0.6470588235294118,0.3333333333333333,0.6666666666666666,27,22,101
-7,0,0,0,0,0,0,1,0,Split,Karmine Corp,Natus Vincere,0,0,1,1.2857142857142865,-0.0104166666666666,0.4827586206896552,0.5806451612903226,0.95,0.2916666666666667,27,22,76
6,0,0,0,0,0,0,1,0,Split,BBL Esports,Team Heretics,1,0,0,0.125,-0.238095238095238,0.3636363636363636,0.5,0.36,0.5333333333333333,26,25,-32
3,0,0,0,0,0,0,0,1,Sunset,BBL Esports,Team Heretics,0,1,0,0.125,-0.238095238095238,0.4166666666666667,0.5,0.4509803921568627,0.6333333333333333,26,25,-87
-6,1,0,0,0,0,0,0,0,Ascent,Team Vitality,FUT Esports,0,1,0,-2.303571428571429,-0.0384615384615384,0.5,0.2777777777777778,0.5,0.5,24,20,42
4,0,0,0,0,1,0,0,0,Icebox,Team Vitality,FUT Esports,1,0,0,-2.303571428571429,-0.0384615384615384,0.6666666666666666,0.5,0.4444444444444444,0.5416666666666666,24,20,-20
4,0,0,0,0,0,0,0,1,Sunset,Team Vitality,FUT Esports,0,0,1,-2.303571428571429,-0.0384615384615384,0.6333333333333333,0.4347826086956521,0.375,0.6875,24,20,66
0,0,0,0,0,0,1,0,0,Lotus,Team Liquid,GIANTX,0,1,0,1.9464285714285716,0.1558441558441557,0.4545454545454545,0.6666666666666666,0.25,0.2,23,21,6
6,0,0,0,0,1,0,0,0,Icebox,Team Liquid,GIANTX,1,0,0,1.9464285714285716,0.1558441558441557,0.5142857142857142,0.4545454545454545,0.5833333333333334,0.6666666666666666,23,21,47
2,1,0,0,0,0,0,0,0,Ascent,Team Liquid,GIANTX,0,0,1,1.9464285714285716,0.1558441558441557,0.5555555555555556,0.4,0.5,0.5,23,21,38
2,0,1,0,0,0,0,0,0,Bind,FNATIC,KOI,1,0,0,8.904761904761905,0.2787878787878788,0.5833333333333334,1.0,0.65625,0.3333333333333333,29,28,-44
9,0,0,0,0,1,0,0,0,Icebox,FNATIC,KOI,0,1,0,8.904761904761905,0.2787878787878788,0.2,0.25,0.4444444444444444,0.3333333333333333,29,28,-46
-11,0,0,0,0,0,0,0,1,Sunset,Team Liquid,Team Heretics,0,1,0,-1.1785714285714286,-0.051150895140665,0.3333333333333333,0.5833333333333334,0.4603174603174603,0.5915492957746479,23,25,-110
-6,0,1,0,0,0,0,0,0,Bind,Team Liquid,Team Heretics,1,0,0,-1.1785714285714286,-0.051150895140665,0.6666666666666666,0.4166666666666667,0.5,0.5217391304347826,23,25,-23
-8,0,0,0,0,1,0,0,0,Icebox,Team Vitality,Gentle Mates,1,0,0,3.0416666666666665,0.2535885167464115,0.6818181818181818,0.5,0.1666666666666666,0.5714285714285714,24,39,25
-8,0,0,0,0,0,0,0,1,Sunset,Team Vitality,Gentle Mates,0,1,0,3.0416666666666665,0.2535885167464115,0.6111111111111112,0.4821428571428571,0.5185185185185185,0.3333333333333333,24,39,65
-6,0,0,0,0,0,0,1,0,Split,FNATIC,FUT Esports,0,1,0,2.2142857142857144,0.1153846153846154,0.5714285714285714,0.45,0.7894736842105263,0.6111111111111112,29,20,4
0,0,0,0,0,0,1,0,0,Lotus,FNATIC,FUT Esports,1,0,0,2.2142857142857144,0.1153846153846154,0.5853658536585366,0.4893617021276595,0.6111111111111112,0.4242424242424242,29,20,19
-5,1,0,0,0,0,0,0,0,Ascent,BBL Esports,Natus Vincere,0,1,0,-0.0416666666666669,-0.2121212121212121,0.45,0.2105263157894736,0.8421052631578947,0.5555555555555556,26,22,2
5,0,0,0,0,0,0,0,1,Sunset,BBL Esports,Natus Vincere,1,0,0,-0.0416666666666669,-0.2121212121212121,0.5217391304347826,0.5,0.4583333333333333,0.7,26,22,3
4,0,0,0,0,0,0,1,0,Split,BBL Esports,Natus Vincere,0,0,1,-0.0416666666666669,-0.2121212121212121,0.4782608695652174,0.6,0.8518518518518519,0.4444444444444444,26,22,-20
0,0,0,0,0,0,1,0,0,Lotus,Team Vitality,GIANTX,0,1,0,2.125,0.1904761904761904,0.5945945945945946,0.3958333333333333,0.4166666666666667,0.3529411764705882,24,21,44
6,0,0,1,0,0,0,0,0,Breeze,Team Vitality,GIANTX,1,0,0,2.125,0.1904761904761904,0.5555555555555556,0.4838709677419355,0.4444444444444444,0.5294117647058824,24,21,23
7,0,0,0,0,0,0,0,1,Sunset,Team Vitality,GIANTX,0,0,1,2.125,0.1904761904761904,0.5476190476190477,0.4838709677419355,0.4,0.4857142857142857,24,21,81
6,0,0,0,0,0,0,0,1,Sunset,Karmine Corp,KOI,0,1,0,6.416666666666667,0.3932773109243698,0.4461538461538462,0.6125,0.4705882352941176,0.3448275862068966,27,28,82
-6,0,0,0,0,1,0,0,0,Icebox,Karmine Corp,KOI,1,0,0,6.416666666666667,0.3932773109243698,0.5833333333333334,0.6944444444444444,0.3902439024390244,0.3333333333333333,27,28,-20
0,0,1,0,0,0,0,0,0,Bind,Karmine Corp,KOI,0,0,1,6.416666666666667,0.3932773109243698,0.5961538461538461,0.4230769230769231,0.6818181818181818,0.2857142857142857,27,28,18
-7,0,1,0,0,0,0,0,0,Bind,BBL Esports,GIANTX,0,1,0,7.126984126984127,0.2058823529411765,0.5333333333333333,0.4166666666666667,0.0,0.4166666666666667,26,21,21
-2,0,0,0,0,0,0,0,1,Sunset,BBL Esports,GIANTX,1,0,0,7.126984126984127,0.2058823529411765,0.53125,0.5555555555555556,0.3513513513513513,0.4680851063829787,26,21,-16
0,0,0,0,0,1,0,0,0,Icebox,Karmine Corp,Team Heretics,1,0,0,0.8392857142857143,0.0715789473684209,0.5625,0.5833333333333334,0.5294117647058824,0.44,27,25,21
8,0,0,0,0,0,1,0,0,Lotus,Karmine Corp,Team Heretics,0,1,0,0.8392857142857143,0.0715789473684209,0.6043956043956044,0.4639175257731959,0.6666666666666666,0.3857142857142857,27,25,58
-4,0,1,0,0,0,0,0,0,Bind,Karmine Corp,Team Heretics,0,0,1,0.8392857142857143,0.0715789473684209,0.546875,0.46875,0.5625,0.5428571428571428,27,25,61
-8,0,0,0,0,0,0,1,0,Split,Team Vitality,KOI,0,1,0,4.196428571428571,0.25,0.5,0.5,0.5714285714285714,0.4545454545454545,24,28,-68
6,0,0,1,0,0,0,0,0,Breeze,Team Vitality,KOI,1,0,0,4.196428571428571,0.25,0.6153846153846154,0.4871794871794871,0.1578947368421052,0.4117647058823529,24,28,42
-9,0,0,0,0,1,0,0,0,Icebox,Team Vitality,KOI,0,0,1,4.196428571428571,0.25,0.5588235294117647,0.4285714285714285,0.4716981132075472,0.3617021276595745,24,28,-38
-7,0,0,1,0,0,0,0,0,Breeze,Natus Vincere,FNATIC,0,1,0,-2.055555555555556,0.0777777777777778,0.5,0.5625,0.4210526315789473,0.5555555555555556,22,29,19
5,1,0,0,0,0,0,0,0,Ascent,Natus Vincere,FNATIC,1,0,0,-2.055555555555556,0.0777777777777778,0.7419354838709677,0.5925925925925926,1.0,0.5833333333333334,22,29,40
10,0,1,0,0,0,0,0,0,Bind,Natus Vincere,FNATIC,0,0,1,-2.055555555555556,0.0777777777777778,0.4375,0.4516129032258064,0.7083333333333334,0.5,22,29,21
9,0,0,0,0,0,1,0,0,Lotus,Team Liquid,Gentle Mates,1,0,0,0.083333333333333,0.0364372469635627,0.5217391304347826,0.5416666666666666,0.4444444444444444,0.28,23,39,-14
11,0,0,0,0,1,0,0,0,Icebox,Team Liquid,Gentle Mates,0,1,0,0.083333333333333,0.0364372469635627,0.574468085106383,0.4634146341463415,0.3888888888888889,0.631578947368421,23,39,51
-4,0,1,0,0,0,0,0,0,Bind,BBL Esports,FUT Esports,0,1,0,-1.3035714285714286,-0.1180555555555555,0.4090909090909091,0.4166666666666667,0.5714285714285714,0.4827586206896552,26,20,-6
-7,0,0,0,0,1,0,0,0,Icebox,BBL Esports,FUT Esports,1,0,0,-1.3035714285714286,-0.1180555555555555,1.0,0.75,0.4666666666666667,0.4705882352941176,26,20,-48
2,1,0,0,0,0,0,0,0,Ascent,FNATIC,Team Liquid,0,1,0,-2.0,0.0238095238095238,0.7333333333333333,0.4166666666666667,0.4666666666666667,0.53125,29,23,-23
